Axie Infinity,https://coinmarketcap.com/currencies/axie-infinity/,AXS,$14.05
Elrond,https://coinmarketcap.com/currencies/elrond-egld/,EGLD,$50.90
Helium,https://coinmarketcap.com/currencies/helium/,HNT,$9.10
Bitcoin SV,https://coinmarketcap.com/currencies/bitcoin-sv/,BSV,$52.95
Pax Dollar,https://coinmarketcap.com/currencies/paxos-standard/,USDP,$1.00
EOS,https://coinmarketcap.com/currencies/eos/,EOS,$0.93
Maker,https://coinmarketcap.com/currencies/maker/,MKR,$891.69
KuCoin Token,https://coinmarketcap.com/currencies/kucoin-token/,KCS,$8.27
Zcash,https://coinmarketcap.com/currencies/zcash/,ZEC,$54.15
Aave,https://coinmarketcap.com/currencies/aave/,AAVE,$56.39
Neutrino USD,https://coinmarketcap.com/currencies/neutrino-usd/,USDN,$0.99
BitTorrent-New,https://coinmarketcap.com/currencies/bittorrent-new/,BTT,$0.00
IOTA,https://coinmarketcap.com/currencies/iota/,MIOTA,$0.27
OKB,https://coinmarketcap.com/currencies/okb/,OKB,$12.22
eCash,https://coinmarketcap.com/currencies/ecash/,XEC,$0.00
USDD,https://coinmarketcap.com/currencies/usdd/,USDD,$0.99
Klaytn,https://coinmarketcap.com/currencies/klaytn/,KLAY,$0.23
Huobi Token,https://coinmarketcap.com/currencies/huobi-token/,HT,$4.37
Quant,https://coinmarketcap.com/currencies/quant/,QNT,$54.79
The Graph,https://coinmarketcap.com/currencies/the-graph/,GRT,$0.09
Fantom,https://coinmarketcap.com/currencies/fantom/,FTM,$0.25
THORChain,https://coinmarketcap.com/currencies/thorchain/,RUNE,$1.84
PAX Gold,https://coinmarketcap.com/currencies/pax-gold/,PAXG,$1807.51
TerraClassicUSD,https://coinmarketcap.com/currencies/terrausd/,USTC,$0.06
Chiliz,https://coinmarketcap.com/currencies/chiliz/,CHZ,$0.10
Basic Attention Token,https://coinmarketcap.com/currencies/basic-attention-token/,BAT,$0.39
Neo,https://coinmarketcap.com/currencies/neo/,NEO,$8.22
Waves,https://coinmarketcap.com/currencies/waves/,WAVES,$5.10
Stacks,https://coinmarketcap.com/currencies/stacks/,STX,$0.38
Loopring,https://coinmarketcap.com/currencies/loopring/,LRC,$0.38
Zilliqa,https://coinmarketcap.com/currencies/zilliqa/,ZIL,$0.04
STEPN,https://coinmarketcap.com/currencies/green-metaverse-token/,GMT,$0.81
Dash,https://coinmarketcap.com/currencies/dash/,DASH,$42.52
PancakeSwap,https://coinmarketcap.com/currencies/pancakeswap/,CAKE,$3.05
Enjin Coin,https://coinmarketcap.com/currencies/enjin-coin/,ENJ,$0.47
Curve DAO Token,https://coinmarketcap.com/currencies/curve-dao-token/,CRV,$0.78
Fei USD,https://coinmarketcap.com/currencies/fei-usd/,FEI,$0.99
Kusama,https://coinmarketcap.com/currencies/kusama/,KSM,$48.74
Amp,https://coinmarketcap.com/currencies/amp/,AMP,$0.01
NEM,https://coinmarketcap.com/currencies/nem/,XEM,$0.04
Celo,https://coinmarketcap.com/currencies/celo/,CELO,$0.87
Kava,https://coinmarketcap.com/currencies/kava/,KAVA,$1.76
Gala,https://coinmarketcap.com/currencies/gala/,GALA,$0.05
Arweave,https://coinmarketcap.com/currencies/arweave/,AR,$10.76
Holo,https://coinmarketcap.com/currencies/holo/,HOT,$0.00
Compound,https://coinmarketcap.com/currencies/compound/,COMP,$49.13
Mina,https://coinmarketcap.com/currencies/mina/,MINA,$0.61
1inch Network,https://coinmarketcap.com/currencies/1inch/,1INCH,$0.62
Nexo,https://coinmarketcap.com/currencies/nexo/,NEXO,$0.58
GateToken,https://coinmarketcap.com/currencies/gatetoken/,GT,$4.07
Decred,https://coinmarketcap.com/currencies/decred/,DCR,$22.19
XDC Network,https://coinmarketcap.com/currencies/xinfin/,XDC,$0.02
Synthetix,https://coinmarketcap.com/currencies/synthetix-network-token/,SNX,$2.61
Qtum,https://coinmarketcap.com/currencies/qtum/,QTUM,$2.79
Symbol,https://coinmarketcap.com/currencies/symbol/,XYM,$0.05
Theta Fuel,https://coinmarketcap.com/currencies/theta-fuel/,TFUEL,$0.05
Gnosis,https://coinmarketcap.com/currencies/gnosis-gno/,GNO,$110.30
BORA,https://coinmarketcap.com/currencies/bora/,BORA,$0.30
Kadena,https://coinmarketcap.com/currencies/kadena/,KDA,$1.46
Bitcoin Gold,https://coinmarketcap.com/currencies/bitcoin-gold/,BTG,$15.26
Convex Finance,https://coinmarketcap.com/currencies/convex-finance/,CVX,$4.11
ICON,https://coinmarketcap.com/currencies/icon/,ICX,$0.287
Storj,https://coinmarketcap.com/currencies/storj/,STORJ,$0.653
OMG Network,https://coinmarketcap.com/currencies/omg/,OMG,$1.80
0x,https://coinmarketcap.com/currencies/0x/,ZRX,$0.295
IOST,https://coinmarketcap.com/currencies/iostoken/,IOST,$0.01337
Audius,https://coinmarketcap.com/currencies/audius/,AUDIO,$0.3386
JUST,https://coinmarketcap.com/currencies/just/,JST,$0.02798
Ravencoin,https://coinmarketcap.com/currencies/ravencoin/,RVN,$0.02291
Oasis Network,https://coinmarketcap.com/currencies/oasis-network/,ROSE,$0.05
IoTeX,https://coinmarketcap.com/currencies/iotex/,IOTX,$0.02
Golem,https://coinmarketcap.com/currencies/golem-network-tokens/,GLM,$0.23
Ankr,https://coinmarketcap.com/currencies/ankr/,ANKR,$0.03
Kyber Network Crystal v2,https://coinmarketcap.com/currencies/kyber-network-crystal-v2/,KNC,$1.22
Immutable X,https://coinmarketcap.com/currencies/immutable-x/,IMX,$0.90
MXC,https://coinmarketcap.com/currencies/mxc/,MXC,$0.08
Trust Wallet Token,https://coinmarketcap.com/currencies/trust-wallet-token/,TWT,$0.73
Harmony,https://coinmarketcap.com/currencies/harmony/,ONE,$0.02
yearn.finance,https://coinmarketcap.com/currencies/yearn-finance/,YFI,$5665.43
Moonbeam,https://coinmarketcap.com/currencies/moonbeam/,GLMR,$0.67
Ontology,https://coinmarketcap.com/currencies/ontology/,ONT,$0.23
CEEK VR,https://coinmarketcap.com/currencies/ceek-vr/,CEEK,$0.25
Celsius,https://coinmarketcap.com/currencies/celsius/,CEL,$0.85
Serum,https://coinmarketcap.com/currencies/serum/,SRM,$0.76
Livepeer,https://coinmarketcap.com/currencies/livepeer/,LPT,$8.17
Hive,https://coinmarketcap.com/currencies/hive-blockchain/,HIVE,$0.45
Siacoin,https://coinmarketcap.com/currencies/siacoin/,SC,$0.00
WAX,https://coinmarketcap.com/currencies/wax/,WAXP,$0.09
Chia,https://coinmarketcap.com/currencies/chia-network/,XCH,$43.53
SwissBorg,https://coinmarketcap.com/currencies/swissborg/,CHSB,$0.19
SXP,https://coinmarketcap.com/currencies/sxp/,SXP,$0.38
Balancer,https://coinmarketcap.com/currencies/balancer/,BAL,$4.56
Braintrust,https://coinmarketcap.com/currencies/braintrust/,BTRST,$2.03
UMA,https://coinmarketcap.com/currencies/uma/,UMA,$2.72
APENFT,https://coinmarketcap.com/currencies/apenft/,NFT,$0.00
Polymath,https://coinmarketcap.com/currencies/polymath-network/,POLY,$0.19
Ethereum Name Service,https://coinmarketcap.com/currencies/ethereum-name-service/,ENS,$8.51
Horizen,https://coinmarketcap.com/currencies/horizen/,ZEN,$13.68
Dogelon Mars,https://coinmarketcap.com/currencies/dogelon/,ELON,$0.00
Gemini Dollar,https://coinmarketcap.com/currencies/gemini-dollar/,GUSD,$1.00
WOO Network,https://coinmarketcap.com/currencies/wootrade/,WOO,$0.15
SKALE Network,https://coinmarketcap.com/currencies/skale-network/,SKL,$0.04
Smooth Love Potion,https://coinmarketcap.com/currencies/smooth-love-potion/,SLP,$0.00
Casper,https://coinmarketcap.com/currencies/casper/,CSPR,$0.03
PlayDapp,https://coinmarketcap.com/currencies/playdapp/,PLA,$0.37
Secret,https://coinmarketcap.com/currencies/secret/,SCRT,$0.94
Keep Network,https://coinmarketcap.com/currencies/keep-network/,KEEP,$0.19
Lido DAO,https://coinmarketcap.com/currencies/lido-dao/,LDO,$0.47
DigiByte,https://coinmarketcap.com/currencies/digibyte/,DGB,$0.01
Civic,https://coinmarketcap.com/currencies/civic/,CVC,$0.14
Lisk,https://coinmarketcap.com/currencies/lisk/,LSK,$1.02
Reserve Rights,https://coinmarketcap.com/currencies/reserve-rights/,RSR,$0.01
MX TOKEN,https://coinmarketcap.com/currencies/mx-token/,MX,$1.30
Render Token,https://coinmarketcap.com/currencies/render-token/,RNDR,$0.51
SushiSwap,https://coinmarketcap.com/currencies/sushiswap/,SUSHI,$0.99
Orbs,https://coinmarketcap.com/currencies/orbs/,ORBS,$0.04
Request,https://coinmarketcap.com/currencies/request/,REQ,$0.12
Ellipsis,https://coinmarketcap.com/currencies/ellipsis/,EPS,$0.17
ConstitutionDAO,https://coinmarketcap.com/currencies/constitutiondao/,PEOPLE,$0.02
NuCypher,https://coinmarketcap.com/currencies/nucypher/,NU,$0.17
Stratis,https://coinmarketcap.com/currencies/stratis/,STRAX,$0.84
Ren,https://coinmarketcap.com/currencies/ren/,REN,$0.12
Ontology Gas,https://coinmarketcap.com/currencies/ontology-gas/,ONG,$0.37
Nervos Network,https://coinmarketcap.com/currencies/nervos-network/,CKB,$0.00
MediBloc,https://coinmarketcap.com/currencies/medibloc/,MED,$0.02
Bancor,https://coinmarketcap.com/currencies/bancor/,BNT,$0.48
Revain,https://coinmarketcap.com/currencies/revain/,REV,$0.00
Origin Protocol,https://coinmarketcap.com/currencies/origin-protocol/,OGN,$0.28
WINkLink,https://coinmarketcap.com/currencies/wink/,WIN,$0.00
Powerledger,https://coinmarketcap.com/currencies/power-ledger/,POWR,$0.22
Nano,https://coinmarketcap.com/currencies/nano/,XNO,$0.80
Acala Token,https://coinmarketcap.com/currencies/acala/,ACA,$0.23
Rally,https://coinmarketcap.com/currencies/rally/,RLY,$0.04
Status,https://coinmarketcap.com/currencies/status/,SNT,$0.03
Wirex Token,https://coinmarketcap.com/currencies/wirex-token/,WXT,$0.01
Ocean Protocol,https://coinmarketcap.com/currencies/ocean-protocol/,OCEAN,$0.17
Numeraire,https://coinmarketcap.com/currencies/numeraire/,NMR,$17.36
Celer Network,https://coinmarketcap.com/currencies/celer-network/,CELR,$0.01
Ardor,https://coinmarketcap.com/currencies/ardor/,ARDR,$0.10
Chromia,https://coinmarketcap.com/currencies/chromia/,CHR,$0.18
Pundi X (New),https://coinmarketcap.com/currencies/pundix-new/,PUNDIX,$0.39
Flux,https://coinmarketcap.com/currencies/zel/,FLUX,$0.42
sUSD,https://coinmarketcap.com/currencies/susd/,SUSD,$1.00
Prometeus,https://coinmarketcap.com/currencies/prometeus/,PROM,$6.00
Velas,https://coinmarketcap.com/currencies/velas/,VLX,$0.04
dYdX,https://coinmarketcap.com/currencies/dydx/,DYDX,$1.49
Persistence,https://coinmarketcap.com/currencies/persistence/,XPRT,$0.88
Conflux,https://coinmarketcap.com/currencies/conflux-network/,CFX,$0.05
COTI,https://coinmarketcap.com/currencies/coti/,COTI,$0.09
Bridge Oracle,https://coinmarketcap.com/currencies/bridge-oracle/,BRG,$0.01
renBTC,https://coinmarketcap.com/currencies/renbtc/,RENBTC,$19187.80
Spell Token,https://coinmarketcap.com/currencies/spell-token/,SPELL,$0.00
aelf,https://coinmarketcap.com/currencies/aelf/,ELF,$0.16
Telcoin,https://coinmarketcap.com/currencies/telcoin/,TEL,$0.00
Syscoin,https://coinmarketcap.com/currencies/syscoin/,SYS,$0.14
Augur,https://coinmarketcap.com/currencies/augur/,REP,$7.98
iExec RLC,https://coinmarketcap.com/currencies/rlc/,RLC,$1.08
DAO Maker,https://coinmarketcap.com/currencies/dao-maker/,DAO,$1.23
Coin98,https://coinmarketcap.com/currencies/coin98/,C98,$0.47
Wrapped TRON,https://coinmarketcap.com/currencies/wrapped-tron/,WTRX,$0.06456
HEX,https://coinmarketcap.com/currencies/hex/,HEX,$0.03466
yOUcash,https://coinmarketcap.com/currencies/youcash/,YOUC,$0.5105
Lido Staked ETH,https://coinmarketcap.com/currencies/steth/,stETH,"$1,020.78"
Bitcoin BEP2,https://coinmarketcap.com/currencies/bitcoin-bep2/,BTCB,"$19,179.36"
Chain,https://coinmarketcap.com/currencies/chain/,XCN,$0.08654
Frax,https://coinmarketcap.com/currencies/frax/,FRAX,$0.9985
Toncoin,https://coinmarketcap.com/currencies/toncoin/,TON,$1.09
Wrapped BNB,https://coinmarketcap.com/currencies/wbnb/,WBNB,$216.58
Terra Classic,https://coinmarketcap.com/currencies/terra-luna/,LUNC,$0.0001257
Huobi BTC,https://coinmarketcap.com/currencies/huobi-btc/,HBTC,$19224.65
BitTorrent,https://coinmarketcap.com/currencies/bittorrent/,BTTOLD,$0.00
Tether Gold,https://coinmarketcap.com/currencies/tether-gold/,XAUT,$1817.05
Fruits,https://coinmarketcap.com/currencies/fruits-eco/,FRTS,$0.02
DeFiChain,https://coinmarketcap.com/currencies/defichain/,DFI,$0.83
Counos X,https://coinmarketcap.com/currencies/counos-x/,CCXX,$18.99
WEMIX,https://coinmarketcap.com/currencies/wemix/,WEMIX,$2.67
Threshold,https://coinmarketcap.com/currencies/threshold/,T,$0.03
Safe,https://coinmarketcap.com/currencies/safe/,SAFE,$12.99
Terra,https://coinmarketcap.com/currencies/terra-luna-v2/,LUNA,$2.10
BitDAO,https://coinmarketcap.com/currencies/bitdao/,BIT,$0.42
The Transfer Token,https://coinmarketcap.com/currencies/the-transfer-token/,TTT,$2.24
BinaryX,https://coinmarketcap.com/currencies/binaryx/,BNX,$117.08
Osmosis,https://coinmarketcap.com/currencies/osmosis/,OSMO,$0.81
NXM,https://coinmarketcap.com/currencies/nxm/,NXM,$34.54
HUSD,https://coinmarketcap.com/currencies/husd/,HUSD,$1.00
LINK,https://coinmarketcap.com/currencies/link/,LN,$33.17
Baby Doge Coin,https://coinmarketcap.com/currencies/baby-doge-coin/,BabyDoge,$0.00
Liquity USD,https://coinmarketcap.com/currencies/liquity-usd/,LUSD,$1.02
Astar,https://coinmarketcap.com/currencies/astar/,ASTR,$0.04
Chainbing,https://coinmarketcap.com/currencies/chainbing/,CBG,$4.29
Metacraft,https://coinmarketcap.com/currencies/metacraft/,MCT,$2.63
Humanscape,https://coinmarketcap.com/currencies/humanscape/,HUM,$0.17
LooksRare,https://coinmarketcap.com/currencies/looksrare/,LOOKS,$0.28
STASIS EURO,https://coinmarketcap.com/currencies/stasis-euro/,EURS,$1.04
Bitpanda Ecosystem Token,https://coinmarketcap.com/currencies/bitpanda-ecosystem-token/,BEST,$0.35
RadioCaca,https://coinmarketcap.com/currencies/radio-caca/,RACA,$0.00
VVS Finance,https://coinmarketcap.com/currencies/vvs-finance/,VVS,$0.00
PlatonCoin,https://coinmarketcap.com/currencies/platoncoin/,PLTC,$1.00
Rocket Pool,https://coinmarketcap.com/currencies/rocket-pool/,RPL,$11.00
1eco,https://coinmarketcap.com/currencies/1eco/,1ECO,$4.07
Everscale,https://coinmarketcap.com/currencies/everscale/,EVER,$0.08
USDX [Kava],https://coinmarketcap.com/currencies/usdx-kava/,USDX,$0.96
Wrapped Everscale,https://coinmarketcap.com/currencies/wrapped-everscale/,WEVER,$0.08
Venus USDC,https://coinmarketcap.com/currencies/venus-usdc/,vUSDC,$0.02
AVINOC,https://coinmarketcap.com/currencies/avinoc/,AVINOC,$0.26
TitanSwap,https://coinmarketcap.com/currencies/titanswap/,TITAN,$1.91
MVL,https://coinmarketcap.com/currencies/mvl/,MVL,$0.00
Hxro,https://coinmarketcap.com/currencies/hxro/,HXRO,$0.23
Wrapped Velas,https://coinmarketcap.com/currencies/wrapped-velas/,WVLX,$0.04
Project Galaxy,https://coinmarketcap.com/currencies/project-galaxy/,GAL,$2.73
DEAPcoin,https://coinmarketcap.com/currencies/deapcoin/,DEP,$0.01
NEST Protocol,https://coinmarketcap.com/currencies/nest-protocol/,NEST,$0.03
Sologenic,https://coinmarketcap.com/currencies/sologenic/,SOLO,$0.23
XSGD,https://coinmarketcap.com/currencies/xsgd/,XSGD,$0.70
Biswap,https://coinmarketcap.com/currencies/biswap/,BSW,$0.31
Cartesi,https://coinmarketcap.com/currencies/cartesi/,CTSI,$0.15
Dent,https://coinmarketcap.com/currencies/dent/,DENT,$0.00
MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,MAID,$0.19
Steem,https://coinmarketcap.com/currencies/steem/,STEEM,$0.21
MetisDAO,https://coinmarketcap.com/currencies/metisdao/,METIS,$18.95
XYO,https://coinmarketcap.com/currencies/xyo/,XYO,$0.01
Metal,https://coinmarketcap.com/currencies/metal/,MTL,$1.24
Function X,https://coinmarketcap.com/currencies/function-x/,FX,$0.20
Constellation,https://coinmarketcap.com/currencies/constellation/,DAG,$0.06
FUNToken,https://coinmarketcap.com/currencies/funtoken/,FUN,$0.01
WazirX,https://coinmarketcap.com/currencies/wazirx/,WRX,$0.21
MobileCoin,https://coinmarketcap.com/currencies/mobilecoin/,MOB,$1.07
Pirate Chain,https://coinmarketcap.com/currencies/pirate-chain/,ARRR,$0.41
Injective,https://coinmarketcap.com/currencies/injective-protocol/,INJ,$1.23
Creditcoin,https://coinmarketcap.com/currencies/creditcoin/,CTC,$0.38
Raydium,https://coinmarketcap.com/currencies/raydium/,RAY,$0.66
Frax Share,https://coinmarketcap.com/currencies/frax-share/,FXS,$4.82
Ultra,https://coinmarketcap.com/currencies/ultra/,UOS,$0.25
inSure DeFi,https://coinmarketcap.com/currencies/insure/,SURE,$0.00
Mdex,https://coinmarketcap.com/currencies/mdex/,MDX,$0.08
Anyswap,https://coinmarketcap.com/currencies/anyswap/,ANY,$4.03
Yield Guild Games,https://coinmarketcap.com/currencies/yield-guild-games/,YGG,$0.64
ZEON,https://coinmarketcap.com/currencies/zeon/,ZEON,$0.00
Centrifuge,https://coinmarketcap.com/currencies/centrifuge/,CFG,$0.25
Liquity,https://coinmarketcap.com/currencies/liquity/,LQTY,$0.92
Locus Chain,https://coinmarketcap.com/currencies/locus-chain/,LOCUS,$0.08
Illuvium,https://coinmarketcap.com/currencies/illuvium/,ILV,$111.27
Biconomy,https://coinmarketcap.com/currencies/biconomy/,BICO,$0.48
Energy Web Token,https://coinmarketcap.com/currencies/energy-web-token/,EWT,$2.37
Orchid,https://coinmarketcap.com/currencies/orchid/,OXT,$0.10
StormX,https://coinmarketcap.com/currencies/stormx/,STMX,$0.01
Voyager Token,https://coinmarketcap.com/currencies/voyager-token/,VGX,$0.25
ABBC Coin,https://coinmarketcap.com/currencies/abbc-coin/,ABBC,$0.07
KOK,https://coinmarketcap.com/currencies/keystone-of-opportunity-knowledge/,KOK,$0.63
Tribe,https://coinmarketcap.com/currencies/tribe/,TRIBE,$0.15
Propy,https://coinmarketcap.com/currencies/propy/,PRO,$0.82
MyNeighborAlice,https://coinmarketcap.com/currencies/myneighboralice/,ALICE,$2.20
JOE,https://coinmarketcap.com/currencies/joe/,JOE,$0.24
Decentralized Social,https://coinmarketcap.com/currencies/deso/,DESO,$7.55
Origin Dollar,https://coinmarketcap.com/currencies/origin-dollar/,OUSD,$1.00
Bitcoin Standard Hashrate Token,https://coinmarketcap.com/currencies/btc-standard-hashrate-token/,BTCST,$5.44
Reef,https://coinmarketcap.com/currencies/reef/,REEF,$0.00
OriginTrail,https://coinmarketcap.com/currencies/origintrail/,TRAC,$0.18
TiFi Token,https://coinmarketcap.com/currencies/tifi-token/,TIFI,$0.00
API3,https://coinmarketcap.com/currencies/api3/,API3,$1.76
Mrweb Finance,https://coinmarketcap.com/currencies/mrweb-finance/,AMA,$0.006487
Vulcan Forged PYR,https://coinmarketcap.com/currencies/vulcan-forged-pyr/,PYR,$2.70
Shentu,https://coinmarketcap.com/currencies/shentu/,CTK,$0.7995
QuarkChain,https://coinmarketcap.com/currencies/quarkchain/,QKC,$0.01007
VeThor Token,https://coinmarketcap.com/currencies/vethor-token/,VTHO,$0.001407
Alien Worlds,https://coinmarketcap.com/currencies/alien-worlds/,TLM,$0.02417
LUKSO,https://coinmarketcap.com/currencies/lukso/,LYXe,$4.14
Standard Tokenization Protocol,https://coinmarketcap.com/currencies/standard-tokenization-protocol/,STPT,$0.04056
GlitzKoin,https://coinmarketcap.com/currencies/glitzkoin/,GTN,$0.25
Divi,https://coinmarketcap.com/currencies/divi/,DIVI,$0.02
Aavegotchi,https://coinmarketcap.com/currencies/aavegotchi/,GHST,$1.30
Dawn Protocol,https://coinmarketcap.com/currencies/dawn-protocol/,DAWN,$0.84
SOMESING,https://coinmarketcap.com/currencies/somesing/,SSX,$0.02
Ergo,https://coinmarketcap.com/currencies/ergo/,ERG,$1.90
Aragon,https://coinmarketcap.com/currencies/aragon/,ANT,$1.52
Bifrost,https://coinmarketcap.com/currencies/bifrost/,BFC,$0.06
NKN,https://coinmarketcap.com/currencies/nkn/,NKN,$0.09
Sun (New),https://coinmarketcap.com/currencies/sun-token/,SUN,$0.01
Mines of Dalarnia,https://coinmarketcap.com/currencies/mines-of-dalarnia/,DAR,$0.28
HedgeTrade,https://coinmarketcap.com/currencies/hedgetrade/,HEDG,$0.17
RSK Smart Bitcoin,https://coinmarketcap.com/currencies/rsk-smart-bitcoin/,RBTC,$19106.63
Metadium,https://coinmarketcap.com/currencies/metadium/,META,$0.03
Strike,https://coinmarketcap.com/currencies/strike/,STRK,$17.88
Venus BUSD,https://coinmarketcap.com/currencies/venus-busd/,vBUSD,$0.02
Ark,https://coinmarketcap.com/currencies/ark/,ARK,$0.42
cVault.finance,https://coinmarketcap.com/currencies/cvault-finance/,CORE,$5771.94
Alchemy Pay,https://coinmarketcap.com/currencies/alchemy-pay/,ACH,$0.01
Boba Network,https://coinmarketcap.com/currencies/boba-network/,BOBA,$0.33
Uquid Coin,https://coinmarketcap.com/currencies/uquid-coin/,UQC,$5.68
Utrust,https://coinmarketcap.com/currencies/utrust/,UTK,$0.12
Moonriver,https://coinmarketcap.com/currencies/moonriver/,MOVR,$11.56
Veritaseum,https://coinmarketcap.com/currencies/veritaseum/,VERI,$25.85
Fetch.ai,https://coinmarketcap.com/currencies/fetch/,FET,$0.07
Vai,https://coinmarketcap.com/currencies/vai/,VAI,$0.96
Darma Cash,https://coinmarketcap.com/currencies/darma-cash/,DMCH,$0.25
Venus,https://coinmarketcap.com/currencies/venus/,XVS,$4.51
Celo Dollar,https://coinmarketcap.com/currencies/celo-dollar/,CUSD,$0.99
Aleph.im,https://coinmarketcap.com/currencies/aleph-im/,ALEPH,$0.26
Perpetual Protocol,https://coinmarketcap.com/currencies/perpetual-protocol/,PERP,$0.69
Ampleforth Governance Token,https://coinmarketcap.com/currencies/ampleforth-governance-token/,FORTH,$3.49
CENNZnet,https://coinmarketcap.com/currencies/centrality/,CENNZ,$0.04
Loom Network,https://coinmarketcap.com/currencies/loom-network/,LOOM,$0.04
Everipedia,https://coinmarketcap.com/currencies/everipedia/,IQ,$0.00
Aurora,https://coinmarketcap.com/currencies/aurora-near/,AURORA,$1.31
Electroneum,https://coinmarketcap.com/currencies/electroneum/,ETN,$0.00
World Mobile Token,https://coinmarketcap.com/currencies/world-mobile-token/,WMT,$0.21
Adshares,https://coinmarketcap.com/currencies/adshares/,ADS,$1.82
Rari Governance Token,https://coinmarketcap.com/currencies/rari-governance-token/,RGT,$4.14
Orbit Chain,https://coinmarketcap.com/currencies/orbit-chain/,ORC,$0.08
Enzyme,https://coinmarketcap.com/currencies/enzyme/,MLN,$24.44
Verge,https://coinmarketcap.com/currencies/verge/,XVG,$0.00
Alpha Venture DAO,https://coinmarketcap.com/currencies/alpha-finance-lab/,ALPHA,$0.11
Anchor Protocol,https://coinmarketcap.com/currencies/anchor-protocol/,ANC,$0.14
Efforce,https://coinmarketcap.com/currencies/efforce/,WOZX,$0.09
WhiteCoin,https://coinmarketcap.com/currencies/whitecoin/,XWC,$0.07
SuperFarm,https://coinmarketcap.com/currencies/superfarm/,SUPER,$0.12
Polkastarter,https://coinmarketcap.com/currencies/polkastarter/,POLS,$0.49
Verasity,https://coinmarketcap.com/currencies/verasity/,VRA,$0.00
Radicle,https://coinmarketcap.com/currencies/radicle/,RAD,$1.55
ThunderCore,https://coinmarketcap.com/currencies/thundercore/,TT,$0.01
dKargo,https://coinmarketcap.com/currencies/dkargo/,DKA,$0.05
Rakon,https://coinmarketcap.com/currencies/rakon/,RKN,$0.20
Mango,https://coinmarketcap.com/currencies/mango-markets/,MNGO,$0.05
Aergo,https://coinmarketcap.com/currencies/aergo/,AERGO,$0.12
HUNT,https://coinmarketcap.com/currencies/hunt/,HUNT,$0.43
ARPA Chain,https://coinmarketcap.com/currencies/arpa-chain/,ARPA,$0.04
Telos,https://coinmarketcap.com/currencies/telos/,TLOS,$0.17
